"DATE","TIME PERIOD","Yield curve spot rate, 3-month maturity - Government bond, nominal, all issuers whose rating is triple A - Euro area (changing composition) (YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_3M)"
"2007-01-10","10 Jan 2007","3.487620"
"2007-01-11","11 Jan 2007","3.490479"
"2007-01-12","12 Jan 2007","3.487648"
"2007-01-15","15 Jan 2007","3.499153"
"2007-01-16","16 Jan 2007","3.509552"
"2007-01-17","17 Jan 2007","3.507581"
"2007-01-18","18 Jan 2007","3.517474"
"2007-01-19","19 Jan 2007","3.537329"
"2007-01-22","22 Jan 2007","3.534869"
"2007-01-23","23 Jan 2007","3.551610"
"2007-01-24","24 Jan 2007","3.522287"
"2007-01-25","25 Jan 2007","3.534987"
"2007-01-26","26 Jan 2007","3.553446"
"2007-01-29","29 Jan 2007","3.558883"
"2007-01-30","30 Jan 2007","3.530009"
"2007-01-31","31 Jan 2007","3.535342"
"2007-02-01","01 Feb 2007","3.536165"
"2007-02-02","02 Feb 2007","3.542597"
"2007-02-05","05 Feb 2007","3.549533"
"2007-02-06","06 Feb 2007","3.554470"
"2007-02-07","07 Feb 2007","3.552777"
"2007-02-08","08 Feb 2007","3.559440"
"2007-02-09","09 Feb 2007","3.568742"
"2007-02-12","12 Feb 2007","3.576020"
"2007-02-13","13 Feb 2007","3.574170"
"2007-02-14","14 Feb 2007","3.557785"
"2007-02-15","15 Feb 2007","3.567171"
"2007-02-16","16 Feb 2007","3.569640"
"2007-02-19","19 Feb 2007","3.581106"
"2007-02-20","20 Feb 2007","3.586793"
"2007-02-21","21 Feb 2007","3.595360"
"2007-02-22","22 Feb 2007","3.605047"
"2007-02-23","23 Feb 2007","3.607841"
"2007-02-26","26 Feb 2007","3.620383"
"2007-02-27","27 Feb 2007","3.624817"
"2007-02-28","28 Feb 2007","3.626046"
"2007-03-01","01 Mar 2007","3.614792"
"2007-03-02","02 Mar 2007","3.620083"
"2007-03-05","05 Mar 2007","3.619304"
"2007-03-06","06 Mar 2007","3.633074"
"2007-03-07","07 Mar 2007","3.639151"
"2007-03-08","08 Mar 2007","3.652954"
"2007-03-09","09 Mar 2007","3.657587"
"2007-03-12","12 Mar 2007","3.658521"
"2007-03-13","13 Mar 2007","3.661964"
"2007-03-14","14 Mar 2007","3.658658"
"2007-03-15","15 Mar 2007","3.665618"
"2007-03-16","16 Mar 2007","3.662157"
"2007-03-19","19 Mar 2007","3.669664"
"2007-03-20","20 Mar 2007","3.669057"
"2007-03-21","21 Mar 2007","3.671845"
"2007-03-22","22 Mar 2007","3.682247"
"2007-03-23","23 Mar 2007","3.698778"
"2007-03-26","26 Mar 2007","3.692096"
"2007-03-27","27 Mar 2007","3.692905"
"2007-03-28","28 Mar 2007","3.698316"
"2007-03-29","29 Mar 2007","3.703017"
"2007-03-30","30 Mar 2007","3.699236"
"2007-04-02","02 Apr 2007","3.711751"
"2007-04-03","03 Apr 2007","3.709672"
"2007-04-04","04 Apr 2007","3.714904"
"2007-04-05","05 Apr 2007","3.726140"
"2007-04-10","10 Apr 2007","3.729985"
"2007-04-11","11 Apr 2007","3.737873"
"2007-04-12","12 Apr 2007","3.744083"
"2007-04-13","13 Apr 2007","3.749330"
"2007-04-16","16 Apr 2007","3.745487"
"2007-04-17","17 Apr 2007","3.748235"
"2007-04-18","18 Apr 2007","3.749167"
"2007-04-19","19 Apr 2007","3.761398"
"2007-04-20","20 Apr 2007","3.761836"
"2007-04-23","23 Apr 2007","3.774991"
"2007-04-24","24 Apr 2007","3.781709"
"2007-04-25","25 Apr 2007","3.773071"
"2007-04-26","26 Apr 2007","3.778469"
"2007-04-27","27 Apr 2007","3.798798"
"2007-04-30","30 Apr 2007","3.811413"
"2007-05-02","02 May 2007","3.821537"
"2007-05-03","03 May 2007","3.784129"
"2007-05-04","04 May 2007","3.788741"
"2007-05-07","07 May 2007","3.795221"
"2007-05-08","08 May 2007","3.794882"
"2007-05-09","09 May 2007","3.799930"
"2007-05-10","10 May 2007","3.809685"
"2007-05-11","11 May 2007","3.817030"
"2007-05-14","14 May 2007","3.813816"
"2007-05-15","15 May 2007","3.815368"
"2007-05-16","16 May 2007","3.812000"
"2007-05-17","17 May 2007","3.818494"
"2007-05-18","18 May 2007","3.823123"
"2007-05-21","21 May 2007","3.831794"
"2007-05-22","22 May 2007","3.834465"
"2007-05-23","23 May 2007","3.837787"
"2007-05-24","24 May 2007","3.846462"
"2007-05-25","25 May 2007","3.849298"
"2007-05-28","28 May 2007","3.882296"
"2007-05-29","29 May 2007","3.849925"
"2007-05-30","30 May 2007","3.855336"
"2007-05-31","31 May 2007","3.855743"
"2007-06-01","01 Jun 2007","3.858038"
"2007-06-04","04 Jun 2007","3.860111"
"2007-06-05","05 Jun 2007","3.862365"
"2007-06-06","06 Jun 2007","3.863663"
"2007-06-07","07 Jun 2007","3.875443"
"2007-06-08","08 Jun 2007","3.887439"
"2007-06-11","11 Jun 2007","3.884296"
"2007-06-12","12 Jun 2007","3.883270"
"2007-06-13","13 Jun 2007","3.880597"
"2007-06-14","14 Jun 2007","3.890616"
"2007-06-15","15 Jun 2007","3.895058"
"2007-06-18","18 Jun 2007","3.902002"
"2007-06-19","19 Jun 2007","3.907328"
"2007-06-20","20 Jun 2007","3.900742"
"2007-06-21","21 Jun 2007","3.904721"
"2007-06-22","22 Jun 2007","3.909086"
"2007-06-25","25 Jun 2007","3.907048"
"2007-06-26","26 Jun 2007","3.909891"
"2007-06-27","27 Jun 2007","3.910088"
"2007-06-28","28 Jun 2007","3.909743"
"2007-06-29","29 Jun 2007","3.900085"
"2007-07-02","02 Jul 2007","3.906810"
"2007-07-03","03 Jul 2007","3.905979"
"2007-07-04","04 Jul 2007","3.906671"
"2007-07-05","05 Jul 2007","3.915227"
"2007-07-06","06 Jul 2007","3.922414"
"2007-07-09","09 Jul 2007","3.932870"
"2007-07-10","10 Jul 2007","3.925023"
"2007-07-11","11 Jul 2007","3.926839"
"2007-07-12","12 Jul 2007","3.934817"
"2007-07-13","13 Jul 2007","3.939235"
"2007-07-16","16 Jul 2007","3.950661"
"2007-07-17","17 Jul 2007","3.952588"
"2007-07-18","18 Jul 2007","3.950442"
"2007-07-19","19 Jul 2007","3.961582"
"2007-07-20","20 Jul 2007","3.986417"
"2007-07-23","23 Jul 2007","3.988011"
"2007-07-24","24 Jul 2007","4.005826"
"2007-07-25","25 Jul 2007","4.017680"
"2007-07-26","26 Jul 2007","4.004806"
"2007-07-27","27 Jul 2007","3.971707"
"2007-07-30","30 Jul 2007","3.974689"
"2007-07-31","31 Jul 2007","3.975527"
"2007-08-01","01 Aug 2007","3.980339"
"2007-08-02","02 Aug 2007","3.967184"
"2007-08-03","03 Aug 2007","3.990977"
"2007-08-06","06 Aug 2007","3.959251"
"2007-08-07","07 Aug 2007","3.978469"
"2007-08-08","08 Aug 2007","3.999609"
"2007-08-09","09 Aug 2007","3.998037"
"2007-08-10","10 Aug 2007","3.964084"
"2007-08-13","13 Aug 2007","3.980787"
"2007-08-14","14 Aug 2007","3.975890"
"2007-08-15","15 Aug 2007","3.974466"
"2007-08-16","16 Aug 2007","3.992293"
"2007-08-17","17 Aug 2007","3.947102"
"2007-08-20","20 Aug 2007","3.948262"
"2007-08-21","21 Aug 2007","3.926748"
"2007-08-22","22 Aug 2007","3.928075"
"2007-08-23","23 Aug 2007","4.007243"
"2007-08-24","24 Aug 2007","3.963529"
"2007-08-27","27 Aug 2007","3.935493"
"2007-08-28","28 Aug 2007","3.917275"
"2007-08-29","29 Aug 2007","3.867898"
"2007-08-30","30 Aug 2007","3.880312"
"2007-08-31","31 Aug 2007","3.855694"
"2007-09-03","03 Sep 2007","3.870689"
"2007-09-04","04 Sep 2007","3.882263"
"2007-09-05","05 Sep 2007","3.918256"
"2007-09-06","06 Sep 2007","3.927915"
"2007-09-07","07 Sep 2007","3.927228"
"2007-09-10","10 Sep 2007","3.924161"
"2007-09-11","11 Sep 2007","3.929261"
"2007-09-12","12 Sep 2007","3.904440"
"2007-09-13","13 Sep 2007","3.889135"
"2007-09-14","14 Sep 2007","3.883808"
"2007-09-17","17 Sep 2007","3.895076"
"2007-09-18","18 Sep 2007","3.887013"
"2007-09-19","19 Sep 2007","3.857538"
"2007-09-20","20 Sep 2007","3.837503"
"2007-09-21","21 Sep 2007","3.852445"
"2007-09-24","24 Sep 2007","3.854290"
"2007-09-25","25 Sep 2007","3.857683"
"2007-09-26","26 Sep 2007","3.843965"
"2007-09-27","27 Sep 2007","3.820984"
"2007-09-28","28 Sep 2007","3.803567"
"2007-10-01","01 Oct 2007","3.810919"
"2007-10-02","02 Oct 2007","3.816372"
"2007-10-03","03 Oct 2007","3.804909"
"2007-10-04","04 Oct 2007","3.812054"
"2007-10-05","05 Oct 2007","3.817037"
"2007-10-08","08 Oct 2007","3.807146"
"2007-10-09","09 Oct 2007","3.799802"
"2007-10-10","10 Oct 2007","3.789620"
"2007-10-11","11 Oct 2007","3.773753"
"2007-10-12","12 Oct 2007","3.805159"
"2007-10-15","15 Oct 2007","3.801906"
"2007-10-16","16 Oct 2007","3.812926"
"2007-10-17","17 Oct 2007","3.827523"
"2007-10-18","18 Oct 2007","3.844801"
"2007-10-19","19 Oct 2007","3.834173"
"2007-10-22","22 Oct 2007","3.838068"
"2007-10-23","23 Oct 2007","3.840286"
"2007-10-24","24 Oct 2007","3.851240"
"2007-10-25","25 Oct 2007","3.863710"
"2007-10-26","26 Oct 2007","3.871444"
"2007-10-29","29 Oct 2007","3.874302"
"2007-10-30","30 Oct 2007","3.872167"
"2007-10-31","31 Oct 2007","3.869859"
"2007-11-01","01 Nov 2007","3.873758"
"2007-11-02","02 Nov 2007","3.873099"
"2007-11-05","05 Nov 2007","3.868399"
"2007-11-06","06 Nov 2007","3.863950"
"2007-11-07","07 Nov 2007","3.861059"
"2007-11-08","08 Nov 2007","3.862055"
"2007-11-09","09 Nov 2007","3.870428"
"2007-11-12","12 Nov 2007","3.894011"
"2007-11-13","13 Nov 2007","3.896646"
"2007-11-14","14 Nov 2007","3.880620"
"2007-11-15","15 Nov 2007","3.894967"
"2007-11-16","16 Nov 2007","3.896153"
"2007-11-19","19 Nov 2007","3.902404"
"2007-11-20","20 Nov 2007","3.893645"
"2007-11-21","21 Nov 2007","3.884489"
"2007-11-22","22 Nov 2007","3.877848"
"2007-11-23","23 Nov 2007","3.881273"
"2007-11-26","26 Nov 2007","3.874348"
"2007-11-27","27 Nov 2007","3.872138"
"2007-11-28","28 Nov 2007","3.869145"
"2007-11-29","29 Nov 2007","3.866714"
"2007-11-30","30 Nov 2007","3.863038"
"2007-12-03","03 Dec 2007","3.875014"
"2007-12-04","04 Dec 2007","3.878173"
"2007-12-05","05 Dec 2007","3.865567"
"2007-12-06","06 Dec 2007","3.869654"
"2007-12-07","07 Dec 2007","3.850457"
"2007-12-10","10 Dec 2007","3.865324"
"2007-12-11","11 Dec 2007","3.818096"
"2007-12-12","12 Dec 2007","3.790691"
"2007-12-13","13 Dec 2007","3.793650"
"2007-12-14","14 Dec 2007","3.787630"
"2007-12-17","17 Dec 2007","3.797133"
"2007-12-18","18 Dec 2007","3.761691"
"2007-12-19","19 Dec 2007","3.775633"
"2007-12-20","20 Dec 2007","3.748071"
"2007-12-21","21 Dec 2007","3.764699"
"2007-12-24","24 Dec 2007","3.780356"
"2007-12-27","27 Dec 2007","3.761467"
"2007-12-28","28 Dec 2007","3.797314"
"2007-12-31","31 Dec 2007","3.852009"
"2008-01-02","02 Jan 2008","3.785261"
"2008-01-03","03 Jan 2008","3.802739"
"2008-01-04","04 Jan 2008","3.833063"
"2008-01-07","07 Jan 2008","3.827366"
"2008-01-08","08 Jan 2008","3.839847"
"2008-01-09","09 Jan 2008","3.840080"
"2008-01-10","10 Jan 2008","3.839491"
"2008-01-11","11 Jan 2008","3.850569"
"2008-01-14","14 Jan 2008","3.858175"
"2008-01-15","15 Jan 2008","3.849598"
"2008-01-16","16 Jan 2008","3.838648"
"2008-01-17","17 Jan 2008","3.865185"
"2008-01-18","18 Jan 2008","3.877595"
"2008-01-21","21 Jan 2008","3.849252"
"2008-01-22","22 Jan 2008","3.790499"
"2008-01-23","23 Jan 2008","3.755281"
"2008-01-24","24 Jan 2008","3.816904"
"2008-01-25","25 Jan 2008","3.835188"
"2008-01-28","28 Jan 2008","3.833711"
"2008-01-29","29 Jan 2008","3.850394"
"2008-01-30","30 Jan 2008","3.824604"
"2008-01-31","31 Jan 2008","3.810767"
"2008-02-01","01 Feb 2008","3.822984"
"2008-02-04","04 Feb 2008","3.847557"
"2008-02-05","05 Feb 2008","3.827060"
"2008-02-06","06 Feb 2008","3.830467"
"2008-02-07","07 Feb 2008","3.804422"
"2008-02-08","08 Feb 2008","3.775764"
"2008-02-11","11 Feb 2008","3.811464"
"2008-02-12","12 Feb 2008","3.805324"
"2008-02-13","13 Feb 2008","3.833017"
"2008-02-14","14 Feb 2008","3.826443"
"2008-02-15","15 Feb 2008","3.836832"
"2008-02-18","18 Feb 2008","3.849960"
"2008-02-19","19 Feb 2008","3.850553"
"2008-02-20","20 Feb 2008","3.872963"
"2008-02-21","21 Feb 2008","3.880077"
"2008-02-22","22 Feb 2008","3.866039"
"2008-02-25","25 Feb 2008","3.858529"
"2008-02-26","26 Feb 2008","3.860333"
"2008-02-27","27 Feb 2008","3.856135"
"2008-02-28","28 Feb 2008","3.859447"
"2008-02-29","29 Feb 2008","3.834427"
"2008-03-03","03 Mar 2008","3.837005"
"2008-03-04","04 Mar 2008","3.856924"
"2008-03-05","05 Mar 2008","3.870164"
"2008-03-06","06 Mar 2008","3.905837"
"2008-03-07","07 Mar 2008","3.886518"
"2008-03-10","10 Mar 2008","3.870993"
"2008-03-11","11 Mar 2008","3.886848"
"2008-03-12","12 Mar 2008","3.879864"
"2008-03-13","13 Mar 2008","3.874183"
"2008-03-14","14 Mar 2008","3.866108"
"2008-03-17","17 Mar 2008","3.818591"
"2008-03-18","18 Mar 2008","3.834001"
"2008-03-19","19 Mar 2008","3.837896"
"2008-03-20","20 Mar 2008","3.848348"
"2008-03-25","25 Mar 2008","3.889886"
"2008-03-26","26 Mar 2008","3.896365"
"2008-03-27","27 Mar 2008","3.869067"
"2008-03-28","28 Mar 2008","3.861751"
"2008-03-31","31 Mar 2008","3.870728"
"2008-04-01","01 Apr 2008","3.874032"
"2008-04-02","02 Apr 2008","3.900587"
"2008-04-03","03 Apr 2008","3.893824"
"2008-04-04","04 Apr 2008","3.879873"
"2008-04-07","07 Apr 2008","3.878646"
"2008-04-08","08 Apr 2008","3.890143"
"2008-04-09","09 Apr 2008","3.885838"
"2008-04-10","10 Apr 2008","3.897065"
"2008-04-11","11 Apr 2008","3.893124"
"2008-04-14","14 Apr 2008","3.910941"
"2008-04-15","15 Apr 2008","3.915512"
"2008-04-16","16 Apr 2008","3.912028"
"2008-04-17","17 Apr 2008","3.897920"
"2008-04-18","18 Apr 2008","3.909270"
"2008-04-21","21 Apr 2008","3.907602"
"2008-04-22","22 Apr 2008","3.873359"
"2008-04-23","23 Apr 2008","3.861385"
"2008-04-24","24 Apr 2008","3.874116"
"2008-04-25","25 Apr 2008","3.880672"
"2008-04-28","28 Apr 2008","3.882786"
"2008-04-29","29 Apr 2008","3.888180"
"2008-04-30","30 Apr 2008","3.895622"
"2008-05-02","02 May 2008","3.881143"
"2008-05-05","05 May 2008","3.895120"
"2008-05-06","06 May 2008","3.899390"
"2008-05-07","07 May 2008","3.896054"
"2008-05-08","08 May 2008","3.887412"
"2008-05-09","09 May 2008","3.886125"
"2008-05-12","12 May 2008","3.884153"
"2008-05-13","13 May 2008","3.871621"
"2008-05-14","14 May 2008","3.869075"
"2008-05-15","15 May 2008","3.863560"
"2008-05-16","16 May 2008","3.868559"
"2008-05-19","19 May 2008","3.881599"
"2008-05-20","20 May 2008","3.889446"
"2008-05-21","21 May 2008","3.899617"
"2008-05-22","22 May 2008","3.894019"
"2008-05-23","23 May 2008","3.886694"
"2008-05-26","26 May 2008","3.886807"
"2008-05-27","27 May 2008","3.880891"
"2008-05-28","28 May 2008","3.879504"
"2008-05-29","29 May 2008","3.866230"
"2008-05-30","30 May 2008","3.881163"
"2008-06-02","02 Jun 2008","3.894824"
"2008-06-03","03 Jun 2008","3.883567"
"2008-06-04","04 Jun 2008","3.887509"
"2008-06-05","05 Jun 2008","3.937245"
"2008-06-06","06 Jun 2008","4.022056"
"2008-06-09","09 Jun 2008","4.017447"
"2008-06-10","10 Jun 2008","4.043279"
"2008-06-11","11 Jun 2008","4.061524"
"2008-06-12","12 Jun 2008","4.068906"
"2008-06-13","13 Jun 2008","4.098935"
"2008-06-16","16 Jun 2008","4.123475"
"2008-06-17","17 Jun 2008","4.147522"
"2008-06-18","18 Jun 2008","4.110863"
"2008-06-19","19 Jun 2008","4.116296"
"2008-06-20","20 Jun 2008","4.139537"
"2008-06-23","23 Jun 2008","4.143727"
"2008-06-24","24 Jun 2008","4.166776"
"2008-06-25","25 Jun 2008","4.173647"
"2008-06-26","26 Jun 2008","4.214027"
"2008-06-27","27 Jun 2008","4.196456"
"2008-06-30","30 Jun 2008","4.207298"
"2008-07-01","01 Jul 2008","4.228400"
"2008-07-02","02 Jul 2008","4.238038"
"2008-07-03","03 Jul 2008","4.217103"
"2008-07-04","04 Jul 2008","4.196444"
"2008-07-07","07 Jul 2008","4.182536"
"2008-07-08","08 Jul 2008","4.189568"
"2008-07-09","09 Jul 2008","4.198013"
"2008-07-10","10 Jul 2008","4.212743"
"2008-07-11","11 Jul 2008","4.227997"
"2008-07-14","14 Jul 2008","4.200854"
"2008-07-15","15 Jul 2008","4.183475"
"2008-07-16","16 Jul 2008","4.185068"
"2008-07-17","17 Jul 2008","4.188703"
"2008-07-18","18 Jul 2008","4.199981"
"2008-07-21","21 Jul 2008","4.196195"
"2008-07-22","22 Jul 2008","4.208761"
"2008-07-23","23 Jul 2008","4.193175"
"2008-07-24","24 Jul 2008","4.225354"
"2008-07-25","25 Jul 2008","4.252587"
"2008-07-28","28 Jul 2008","4.267004"
"2008-07-29","29 Jul 2008","4.246084"
"2008-07-30","30 Jul 2008","4.209608"
"2008-07-31","31 Jul 2008","4.200653"
"2008-08-01","01 Aug 2008","4.207876"
"2008-08-04","04 Aug 2008","4.225262"
"2008-08-05","05 Aug 2008","4.225389"
"2008-08-06","06 Aug 2008","4.229986"
"2008-08-07","07 Aug 2008","4.215711"
"2008-08-08","08 Aug 2008","4.255851"
"2008-08-11","11 Aug 2008","4.263371"
"2008-08-12","12 Aug 2008","4.282415"
"2008-08-13","13 Aug 2008","4.300041"
"2008-08-14","14 Aug 2008","4.325459"
"2008-08-15","15 Aug 2008","4.245642"
"2008-08-18","18 Aug 2008","4.255167"
"2008-08-19","19 Aug 2008","4.262107"
"2008-08-20","20 Aug 2008","4.270468"
"2008-08-21","21 Aug 2008","4.267060"
"2008-08-22","22 Aug 2008","4.262738"
"2008-08-25","25 Aug 2008","4.255090"
"2008-08-26","26 Aug 2008","4.246303"
"2008-08-27","27 Aug 2008","4.222648"
"2008-08-28","28 Aug 2008","4.217799"
"2008-08-29","29 Aug 2008","4.241875"
"2008-09-01","01 Sep 2008","4.260090"
"2008-09-02","02 Sep 2008","4.249950"
"2008-09-03","03 Sep 2008","4.267444"
"2008-09-04","04 Sep 2008","4.259328"
"2008-09-05","05 Sep 2008","4.284685"
"2008-09-08","08 Sep 2008","4.280643"
"2008-09-09","09 Sep 2008","4.280472"
"2008-09-10","10 Sep 2008","4.284241"
"2008-09-11","11 Sep 2008","4.301273"
"2008-09-12","12 Sep 2008","4.296307"
"2008-09-15","15 Sep 2008","4.287763"
"2008-09-16","16 Sep 2008","4.217373"
"2008-09-17","17 Sep 2008","4.250014"
"2008-09-18","18 Sep 2008","4.206874"
"2008-09-19","19 Sep 2008","4.236059"
"2008-09-22","22 Sep 2008","4.163168"
"2008-09-23","23 Sep 2008","4.126626"
"2008-09-24","24 Sep 2008","4.076111"
"2008-09-25","25 Sep 2008","4.034321"
"2008-09-26","26 Sep 2008","3.953361"
"2008-09-29","29 Sep 2008","3.956310"
"2008-09-30","30 Sep 2008","3.705196"
"2008-10-01","01 Oct 2008","3.750519"
"2008-10-02","02 Oct 2008","3.850525"
"2008-10-03","03 Oct 2008","3.987926"
"2008-10-06","06 Oct 2008","4.198469"
"2008-10-07","07 Oct 2008","3.258782"
"2008-10-08","08 Oct 2008","3.287542"
"2008-10-09","09 Oct 2008","3.482087"
"2008-10-10","10 Oct 2008","3.637070"
"2008-10-13","13 Oct 2008","3.397830"
"2008-10-14","14 Oct 2008","3.486469"
"2008-10-15","15 Oct 2008","3.603238"
"2008-10-16","16 Oct 2008","3.481767"
"2008-10-17","17 Oct 2008","3.006025"
"2008-10-20","20 Oct 2008","3.027285"
"2008-10-21","21 Oct 2008","2.818252"
"2008-10-22","22 Oct 2008","2.813468"
"2008-10-23","23 Oct 2008","2.802570"
"2008-10-24","24 Oct 2008","2.771456"
"2008-10-27","27 Oct 2008","2.590660"
"2008-10-28","28 Oct 2008","2.558897"
"2008-10-29","29 Oct 2008","2.488889"
"2008-10-30","30 Oct 2008","2.539646"
"2008-10-31","31 Oct 2008","2.516391"
"2008-11-03","03 Nov 2008","2.568453"
"2008-11-04","04 Nov 2008","2.507971"
"2008-11-05","05 Nov 2008","2.399647"
"2008-11-06","06 Nov 2008","2.385864"
"2008-11-07","07 Nov 2008","2.384596"
"2008-11-10","10 Nov 2008","2.390499"
"2008-11-11","11 Nov 2008","2.357222"
"2008-11-12","12 Nov 2008","2.469296"
"2008-11-13","13 Nov 2008","2.424143"
"2008-11-14","14 Nov 2008","2.432312"
"2008-11-17","17 Nov 2008","2.348163"
"2008-11-18","18 Nov 2008","2.282264"
"2008-11-19","19 Nov 2008","2.289548"
"2008-11-20","20 Nov 2008","2.172885"
"2008-11-21","21 Nov 2008","2.138621"
"2008-11-24","24 Nov 2008","2.211117"
"2008-11-25","25 Nov 2008","2.152794"
"2008-11-26","26 Nov 2008","2.085891"
"2008-11-27","27 Nov 2008","2.035370"
"2008-11-28","28 Nov 2008","1.996150"
"2008-12-01","01 Dec 2008","2.028222"
"2008-12-02","02 Dec 2008","2.004340"
"2008-12-03","03 Dec 2008","2.029042"
"2008-12-04","04 Dec 2008","2.004547"
"2008-12-05","05 Dec 2008","2.048917"
"2008-12-08","08 Dec 2008","2.068240"
"2008-12-09","09 Dec 2008","2.108293"
"2008-12-10","10 Dec 2008","2.085533"
"2008-12-11","11 Dec 2008","2.085190"
"2008-12-12","12 Dec 2008","2.061140"
"2008-12-15","15 Dec 2008","2.017468"
"2008-12-16","16 Dec 2008","2.001794"
"2008-12-17","17 Dec 2008","1.931082"
"2008-12-18","18 Dec 2008","1.854614"
"2008-12-19","19 Dec 2008","1.781565"
"2008-12-22","22 Dec 2008","1.748624"
"2008-12-23","23 Dec 2008","1.678804"
"2008-12-24","24 Dec 2008","1.740683"
"2008-12-29","29 Dec 2008","1.664108"
"2008-12-30","30 Dec 2008","1.707022"
"2008-12-31","31 Dec 2008","1.751132"
"2009-01-02","02 Jan 2009","1.682446"
"2009-01-05","05 Jan 2009","1.671277"
"2009-01-06","06 Jan 2009","1.632180"
"2009-01-07","07 Jan 2009","1.620429"
"2009-01-08","08 Jan 2009","1.642308"
"2009-01-09","09 Jan 2009","1.527416"
"2009-01-12","12 Jan 2009","1.484880"
"2009-01-13","13 Jan 2009","1.438486"
"2009-01-14","14 Jan 2009","1.428844"
"2009-01-15","15 Jan 2009","1.404768"
"2009-01-16","16 Jan 2009","1.487625"
"2009-01-19","19 Jan 2009","1.404630"
"2009-01-20","20 Jan 2009","1.391351"
"2009-01-21","21 Jan 2009","1.354980"
"2009-01-22","22 Jan 2009","1.281569"
"2009-01-23","23 Jan 2009","1.243748"
"2009-01-26","26 Jan 2009","1.249951"
"2009-01-27","27 Jan 2009","1.297014"
"2009-01-28","28 Jan 2009","1.235045"
"2009-01-29","29 Jan 2009","1.200900"
"2009-01-30","30 Jan 2009","1.193247"
"2009-02-02","02 Feb 2009","1.176657"
"2009-02-03","03 Feb 2009","1.138665"
"2009-02-04","04 Feb 2009","1.170161"
"2009-02-05","05 Feb 2009","1.101540"
"2009-02-06","06 Feb 2009","1.013854"
"2009-02-09","09 Feb 2009","1.015947"
"2009-02-10","10 Feb 2009","1.024053"
"2009-02-11","11 Feb 2009","1.021880"
"2009-02-12","12 Feb 2009","1.003196"
"2009-02-13","13 Feb 2009","1.021024"
"2009-02-16","16 Feb 2009","1.021026"
"2009-02-17","17 Feb 2009","1.008357"
"2009-02-18","18 Feb 2009","1.035980"
"2009-02-19","19 Feb 2009","1.028152"
"2009-02-20","20 Feb 2009","0.995996"
"2009-02-23","23 Feb 2009","0.990851"
"2009-02-24","24 Feb 2009","0.958239"
"2009-02-25","25 Feb 2009","0.930157"
"2009-02-26","26 Feb 2009","0.935482"
"2009-02-27","27 Feb 2009","0.926039"
"2009-03-02","02 Mar 2009","0.892156"
"2009-03-03","03 Mar 2009","0.841794"
"2009-03-04","04 Mar 2009","0.826829"
"2009-03-05","05 Mar 2009","0.825785"
"2009-03-06","06 Mar 2009","0.818017"
"2009-03-09","09 Mar 2009","0.832763"
"2009-03-10","10 Mar 2009","0.860381"
"2009-03-11","11 Mar 2009","0.894815"
"2009-03-12","12 Mar 2009","0.885779"
"2009-03-13","13 Mar 2009","0.892332"
"2009-03-16","16 Mar 2009","0.874104"
"2009-03-17","17 Mar 2009","0.879043"
"2009-03-18","18 Mar 2009","0.874297"
"2009-03-19","19 Mar 2009","0.890236"
"2009-03-20","20 Mar 2009","0.864681"
"2009-03-23","23 Mar 2009","0.858503"
"2009-03-24","24 Mar 2009","0.877240"
"2009-03-25","25 Mar 2009","0.882707"
"2009-03-26","26 Mar 2009","0.886042"
"2009-03-27","27 Mar 2009","0.830744"
"2009-03-30","30 Mar 2009","0.777372"
"2009-03-31","31 Mar 2009","0.777198"
"2009-04-01","01 Apr 2009","0.740895"
"2009-04-02","02 Apr 2009","0.827661"
"2009-04-03","03 Apr 2009","0.805849"
"2009-04-06","06 Apr 2009","0.782801"
"2009-04-07","07 Apr 2009","0.758516"
"2009-04-08","08 Apr 2009","0.751467"
"2009-04-09","09 Apr 2009","0.765219"
"2009-04-14","14 Apr 2009","0.760644"
